host_response_rate,host_acceptance_rate,host_listings_count,city,state,zipcode,latitude,longitude,accommodates,bedrooms,bathrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews
100%,100%,1,Washington,DC,20002,38.90385976,-76.98219344,4,1,1,1,$128.00,$100.00,$35.00,1,30,85
78%,63%,2,Washington,DC,20002,38.90453981,-76.97272547,4,2,1,2,$150.00,$100.00,,1,1125,2
78%,63%,2,Washington,DC,20002,38.90255384,-76.973257,2,1,1,1,$75.00,$100.00,,1,1125,0
99%,88%,16,Washington,DC,20007,38.90497254,-77.0572759,5,2,2,3,$350.00,,,2,1125,14
70%,78%,1,Washington,DC,20007,38.91575465,-77.07458211,4,2,1,2,$195.00,$480.00,$75.00,1,1125,6
100%,25%,6,Washington,DC,20007,38.90542372,-77.05746967,1,0,1,1,$95.00,,$50.00,5,1125,0
100%,96%,2,Washington,DC,20007,38.90616858,-77.06467283,6,3,3,3,$350.00,$250.00,$150.00,3,365,20
80%,100%,1,Washington,DC,20007,38.91195677,-77.06112218,2,1,0,1,$85.00,,$30.00,3,1125,1
91%,50%,7,Washington,DC,20007,38.91638259,-77.0705312,3,1,1,1,$139.00,,$75.00,3,1125,3
N/A,N/A,1,Washington,DC,20007,38.91225728,-77.06066303,6,3,3,3,$650.00,,$80.00,3,1125,0
92%,94%,30,Washington,DC,20007,38.9111949,-77.06626478,8,3,3,3,$550.00,,$220.00,3,1125,11
100%,100%,1,Washington,DC,20007,38.90974663,-77.05399519,2,1,1,2,$115.00,,$60.00,5,1125,0
43%,50%,1,Washington,DC,20007,38.90950407,-77.06416376,6,4,3.5,4,$500.00,,,1,5,0
100%,100%,3,Washington,DC,20007,38.91202934,-77.07110935,2,1,1,1,$155.00,$800.00,$60.00,3,1125,10
99%,88%,16,Washington,DC,20007,38.90255411,-77.05932772,2,0,1,1,$178.00,,,1,1125,4
100%,100%,3,Washington,DC,20007,38.91272635,-77.06969614,2,1,1,1,$155.00,$800.00,$60.00,3,1125,5
100%,100%,1,Washington,DC,20007,38.90811685,-77.06398997,3,1,1,2,$155.00,,$75.00,3,365,27
80%,44%,1,Washington,DC,20007,38.91002024,-77.05545612,5,1,1,1,$99.00,,$100.00,1,365,10
100%,N/A,1,Washington,DC,20007,38.91174862,-77.06917738,2,0,1,1,$165.00,,,3,1125,1
99%,88%,16,Washington,DC,20007,38.90553371,-77.05795177,5,2,2.5,4,$375.00,$500.00,,2,1125,2
99%,88%,16,Washington,DC,20007,38.90351434,-77.05744389,4,1,1,2,$175.00,,,1,1125,7
100%,63%,4,Washington,DC,20007,38.91388413,-77.0750364,1,1,1,1,$60.00,,$10.00,10,1125,5
50%,100%,1,Washington,DC,20007,38.9115871,-77.06707399,2,0,1,1,$120.00,"$1,000.00",$30.00,1,1125,23
99%,88%,16,Washington,DC,20007,38.90518573,-77.058007,2,1,1,1,$300.00,,,2,1125,7
100%,100%,1,Washington,DC,20007,38.90280958,-77.06068337,2,1,1.5,1,$130.00,,,1,1125,12
99%,88%,16,Washington,DC,20007,38.90500297,-77.0590387,2,1,1,1,$300.00,,,2,1125,1
100%,100%,1,Washington,DC,20007,38.91305507,-77.06843509,2,1,1,1,$100.00,,,3,14,0
92%,75%,1,Washington,DC,20007,38.91028118,-77.05519818,2,0,1,1,$120.00,,,1,1125,0
N/A,N/A,1,Washington,DC,20007,38.91207019,-77.0678159,3,2,1,2,$325.00,,$20.00,3,30,17
100%,100%,1,Washington,DC,20007,38.91096565,-77.06268927,2,1,1,1,$180.00,,,1,1125,2
100%,100%,1,Washington,DC,20007,38.90836704,-77.05729389,4,4,3.5,4,$350.00,$350.00,$200.00,1,1125,0
100%,100%,2,Washington,DC,20007,38.90321128,-77.06420652,2,1,1,1,$70.00,$299.00,$29.00,1,27,4
100%,100%,1,Washington,DC,20007,38.90378803,-77.06399614,2,1,1,1,$85.00,,,1,1125,6
100%,100%,2,Washington,DC,20007,38.91553572,-77.07396883,3,2,1.5,2,$225.00,$500.00,$125.00,2,30,0
98%,60%,5,Washington,DC,20007,38.91390882,-77.07216809,6,3,2,3,$474.00,"$1,000.00",$120.00,7,29,1
100%,100%,1,Washington,DC,20007,38.90992937,-77.05983718,4,1,1,2,$110.00,$500.00,,1,1125,1
100%,100%,1,Washington,DC,20007,38.90389091,-77.06463388,2,1,1,1,$109.00,,,1,7,3
40%,N/A,1,Washington,DC,20007,38.91034384,-77.06670701,4,2,1.5,2,$300.00,"$1,000.00",,4,1125,2
99%,96%,32,Washington,DC,20007,38.90943254,-77.0587441,6,3,3.5,4,$775.00,"$2,000.00",$250.00,4,93,1
75%,100%,1,Washington,DC,20007,38.91036274,-77.0605313,4,1,1,2,$140.00,,$100.00,2,7,11
100%,100%,1,Washington,DC,20007,38.90572226,-77.06289828,6,3,3.5,3,$595.00,"$1,000.00",$200.00,7,1125,4
100%,100%,4,Washington,DC,20007,38.90942365,-77.05571561,5,2,1,5,$249.00,$250.00,$99.00,1,30,7
N/A,N/A,1,Washington,DC,20007,38.90433291,-77.06660349,2,1,1,1,$110.00,$100.00,,1,1125,0
100%,63%,4,Washington,DC,20007,38.91609856,-77.07573905,1,1,1,1,$60.00,,$10.00,25,1125,1
99%,96%,32,Washington,DC,20007,38.90466885,-77.06667217,4,2,1,3,$201.00,$100.00,$75.00,2,90,11
100%,25%,6,Washington,DC,20007,38.90658948,-77.05816702,1,0,1,1,$95.00,,$50.00,5,1125,0
100%,100%,1,Washington,DC,20007,38.90834256,-77.06522187,7,4,2.5,4,$975.00,$750.00,$180.00,2,1125,11
33%,67%,1,Washington,DC,20007,38.90952733,-77.06573404,2,1,1,1,$179.00,,$35.00,2,1125,6
N/A,N/A,1,Washington,DC,20007,38.90192829,-77.05879906,4,0,1.5,2,$375.00,,,2,365,3
100%,100%,1,Washington,DC,20007,38.91364959,-77.06974862,1,1,1.5,1,$125.00,$200.00,$100.00,3,21,10
100%,91%,2,Washington,DC,20007,38.90732804,-77.06314242,2,0,1,1,$120.00,,$75.00,2,1125,8
89%,50%,1,Washington,DC,20007,38.90588505,-77.05948769,4,1,1,2,$200.00,$300.00,$70.00,2,1125,11
100%,96%,2,Washington,DC,20007,38.91250357,-77.06601051,4,1,1,2,$129.00,$250.00,$50.00,2,90,7
99%,89%,25,Washington,DC,20007,38.91184817,-77.06861604,6,2,1.5,3,$225.00,$500.00,$125.00,3,90,4
99%,88%,16,Washington,DC,20007,38.90511592,-77.05760604,2,0,1,1,$185.00,,,1,1125,4
91%,50%,7,Washington,DC,20007,38.91569203,-77.0702561,4,2,1,3,$299.00,,$130.00,3,365,4
100%,63%,4,Washington,DC,20007,38.91527673,-77.0745043,1,1,1,1,$65.00,,$10.00,7,1125,21
N/A,N/A,1,Washington,DC,20007,38.90754705,-77.06567183,4,3,2,3,$600.00,,,2,1125,0
100%,100%,1,Washington,DC,20007,38.9039969,-77.06426011,4,2,1.5,2,$375.00,,,1,1125,0
99%,88%,16,Washington,DC,20007,38.90367845,-77.0591138,2,0,1,1,$122.00,,,2,1125,5
100%,100%,3,Washington,DC,20007,38.91024762,-77.05396381,3,1,1,1,$300.00,$500.00,$150.00,3,1125,0
N/A,N/A,1,Washington,DC,20007,38.91116925,-77.05482775,2,1,1,1,$100.00,$400.00,$50.00,2,90,11
99%,88%,16,Washington,DC,20007,38.9037156,-77.05907011,6,3,3.5,4,$569.00,"$1,000.00",,7,1125,10
100%,100%,1,Washington,DC,20007,38.90787745,-77.06650218,3,1,1,1,$124.00,$200.00,$85.00,10,365,13
100%,100%,5,Washington,DC,,38.91237464,-77.06070257,2,1,1,1,$150.00,$750.00,$50.00,4,1125,2
90%,60%,1,Arlington,VA,22209,38.90641382,-77.06899099,3,1,1,1,$175.00,$300.00,$80.00,1,5,63
80%,100%,1,Washington,DC,20007,38.91328856,-77.07432455,3,1,1,1,$105.00,$350.00,$50.00,2,1125,1
100%,100%,5,Washington,DC,20007,38.90869201,-77.05428413,4,2,1,1,$220.00,"$1,000.00",$60.00,4,1125,17
100%,100%,2,Washington,DC,20007,38.90384425,-77.06310172,2,1,1,1,$78.00,$299.00,$29.00,1,27,7
99%,88%,16,Washington,DC,20007,38.90548834,-77.05793713,4,1,1.5,2,$198.00,,,1,1125,14
N/A,N/A,1,Washington,DC,20007,38.9084145,-77.05902425,1,1,1,1,$110.00,,,7,1125,0
99%,88%,16,Washington,DC,20007,38.90370283,-77.05802166,3,1,1,2,$195.00,,,2,1125,9
64%,91%,1,Washington,DC,20007,38.90633704,-77.06468784,6,3,2,3,$249.00,,$99.00,2,20,3
99%,88%,16,Washington,DC,20007,38.90364999,-77.0589371,5,1,1,2,$161.00,,,1,1125,5
100%,60%,2,Washington,DC,20007,38.91451511,-77.06872253,2,1,1.5,1,$135.00,$125.00,$75.00,2,1125,2
90%,100%,1,Washington,DC,20007,38.90529525,-77.06623755,2,1,2,1,$185.00,,,1,1125,15
59%,94%,1,Washington,DC,20007,38.91175409,-77.067341,3,1,1,1,$104.00,,,1,1125,10
90%,100%,2,Washington,DC,20007,38.91457877,-77.07113533,1,1,1,1,$75.00,,$15.00,3,120,7
91%,50%,7,Washington,DC,20007,38.91416214,-77.0702707,3,1,1,2,$139.00,,$75.00,3,300,16
100%,60%,2,Washington,DC,20007,38.91512039,-77.07022514,6,2,1.5,2,$350.00,$300.00,$100.00,2,1125,29
100%,75%,1,Washington,DC,20007,38.90671598,-77.05696446,3,2,1.5,2,$239.00,,$60.00,1,1125,0
99%,88%,16,Washington,DC,20007,38.90238445,-77.06078634,5,2,2.5,3,$450.00,$500.00,,2,1125,2
91%,50%,7,Washington,DC,20007,38.91497635,-77.07085779,2,1,1,1,$129.00,,$105.00,3,1125,2
100%,97%,1,Washington,DC,20007,38.90603608,-77.06585001,2,2,1,2,$100.00,,,1,1125,12
80%,100%,1,Washington,DC,20007,38.90729351,-77.05517124,3,3,2.5,3,$200.00,,,1,1125,0
N/A,N/A,1,Washington,DC,20007,38.91350836,-77.06419667,2,1,1,1,$130.00,,$15.00,3,1125,4
100%,100%,1,Washington,DC,20007-3413,38.90731059,-77.06135756,2,1,1,2,$179.00,$250.00,$70.00,3,29,25
N/A,N/A,1,Washington,DC,20007,38.90905559,-77.06667629,4,3,1.5,3,$450.00,,,1,1125,0
92%,94%,30,Washington,DC,20007,38.91364994,-77.06443907,6,2,3,4,$475.00,,$220.00,3,1125,3
100%,25%,6,Washington,DC,20007,38.90716108,-77.05783074,1,0,1,1,$95.00,,$50.00,5,1125,0
100%,25%,6,Washington,DC,20007,38.90572304,-77.0577862,1,0,1,1,$95.00,,$50.00,5,1125,0
100%,100%,3,Washington,DC,20007,38.90416504,-77.0639953,4,2,2,2,$450.00,$500.00,$180.00,3,1125,0
100%,100%,1,Washington,DC,20007,38.91,-77.05810695,2,1,1,1,$90.00,$100.00,,3,1125,2
100%,100%,1,Washington,DC,20007,38.90456835,-77.05892856,2,1,1,1,$170.00,,,3,1125,12
100%,60%,1,Washington,DC,20007,38.9097126,-77.05562583,2,1,1,1,$120.00,$100.00,$30.00,2,1125,10
99%,88%,16,Washington,DC,20007,38.9044639,-77.05863315,5,2,2,3,$415.00,,,1,1125,1
100%,50%,1,Washington,DC,20007,38.90372196,-77.06209316,3,1,1,1,$175.00,$200.00,$75.00,2,1125,3
100%,100%,1,Washington,DC,20007,38.90574015,-77.05949714,4,2,1.5,3,$400.00,$500.00,$100.00,3,1125,7
90%,100%,2,Washington,DC,20007,38.91608584,-77.06875523,1,1,1,1,$65.00,,$15.00,3,120,18
100%,63%,4,Washington,DC,20007,38.91426245,-77.07578984,2,1,1,1,$65.00,,$10.00,6,1125,6
99%,88%,16,Washington,DC,20007,38.9035768,-77.05755594,5,2,2,3,$515.00,,,2,1125,0
90%,90%,2,Washington,DC,20007,38.91646461,-77.07555611,4,1,1,2,$135.00,$200.00,$85.00,2,200,36
100%,100%,1,Washington,DC,20007,38.91174585,-77.05995663,2,1,1,1,$120.00,,$20.00,2,1125,2
100%,56%,1,Washington,DC,20007,38.91358307,-77.06091505,2,1,1.5,1,$180.00,,$20.00,1,1125,0
92%,94%,30,Washington,DC,20007,38.90942907,-77.06649566,10,3,3,5,$500.00,,$220.00,3,999,11
40%,80%,1,Washington,DC,20007,38.90945415,-77.05354872,2,1,1,1,$189.00,$99.00,$39.00,1,30,2
100%,50%,1,Washington,DC,20007,38.90473383,-77.0658491,2,1,1,1,$118.00,$200.00,$60.00,5,24,0
100%,100%,1,Washington,DC,20007,38.90286122,-77.06301881,5,2,1,2,$439.00,$300.00,,2,8,11
100%,100%,2,Washington,DC,20007,38.90397664,-77.06258834,6,1,1.5,2,$220.00,$150.00,$100.00,1,1125,1
100%,100%,1,Washington,DC,20007,38.90411414,-77.06252797,6,2,1,2,$300.00,,$40.00,2,1125,32
100%,60%,1,Washington,DC,20007,38.91067524,-77.05664703,2,1,1,1,$165.00,,,1,1125,2
63%,100%,1,Washington,DC,20007,38.90764267,-77.062471,1,1,1,1,$90.00,$150.00,,3,27,8
N/A,N/A,1,Washington,DC,20007,38.91375446,-77.06366382,2,1,1,1,$185.00,$150.00,$80.00,2,1125,1
91%,57%,1,Washington,DC,20005,38.90713938,-77.03636439,2,0,1,1,$125.00,,$38.00,1,1125,5
100%,100%,1,Washington,DC,20009,38.91665016,-77.03569251,4,1,1,1,$120.00,,,2,1125,0
100%,94%,12,Washington,DC,20009,38.91637593,-77.03996924,3,1,1,1,$100.00,,,2,180,24
90%,46%,1,Washington,DC,20009,38.91494024,-77.04349839,2,1,1,1,$110.00,,,2,1125,4
100%,100%,5,Washington,DC,20009,38.91377632,-77.03832513,2,1,2.5,2,$110.00,,$50.00,7,365,6
99%,96%,32,Washington,DC,20009,38.91479914,-77.04406317,2,,1,1,$135.00,$100.00,$45.00,4,365,28
100%,100%,1,Washington,DC,20009,38.91826743,-77.03565951,3,1,1,1,$220.00,,$50.00,1,1125,3
63%,100%,2,Washington,DC,20009,38.91617783,-77.04277924,2,1,1,1,$75.00,,,2,1125,0
100%,95%,4,Washington,DC,20009,38.91704017,-77.03626233,2,1,1,1,$112.00,,$20.00,1,1125,23
100%,N/A,1,Washington,DC,20005,38.90733508,-77.03564408,1,1,1,1,$40.00,,$30.00,4,1125,0
90%,82%,2,Washington,DC,20009,38.91275681,-77.03651721,4,2,1,2,$250.00,,,1,4,2
97%,71%,2,Washington,DC,20009,38.91656852,-77.03634678,2,1,1,1,$150.00,,,2,1125,10
90%,100%,1,Washington,DC,20008,38.91192131,-77.04792996,2,0,1,1,$96.00,,$70.00,1,365,2
100%,80%,2,Washington,DC,20009,38.91383281,-77.04208685,2,0,1,1,$113.00,"$2,300.00",$100.00,7,1125,2
99%,96%,32,Washington,DC,20009,38.9149592,-77.04421211,4,1,1,1,$149.00,$100.00,$45.00,4,365,19
N/A,N/A,1,Washington,DC,20009,38.91388156,-77.03846815,3,1,1,1,$125.00,,$25.00,1,1125,3
99%,96%,32,Washington,DC,20037,38.9090175,-77.04895392,2,1,1,1,$139.00,$100.00,$55.00,2,365,59
67%,N/A,1,Washington,DC,20009,38.91428444,-77.04208382,4,1,1,2,$149.00,,$100.00,3,1125,0
100%,100%,1,Washington,DC,20036,38.90993992,-77.03832718,2,0,1,1,$179.00,,,20,1125,55
N/A,N/A,1,Washington,DC,20005,38.90907823,-77.03645361,2,1,1,1,$120.00,,,1,1125,0
92%,99%,23,Washington,DC,20009,38.91643111,-77.0383506,2,1,1,1,$120.00,,,1,1125,6
100%,94%,7,Washington,DC,20036,38.90706331,-77.03655653,2,1,1,1,$135.00,,$75.00,10,367,67
100%,94%,12,Washington,DC,20009,38.91763672,-77.03647158,3,1,1,1,$99.00,,,2,1125,3
100%,100%,2,Washington,DC,20009,38.91702143,-77.03525078,6,2,2,2,$220.00,$220.00,$65.00,2,30,50
100%,N/A,1,Washington,DC,20009,38.91320497,-77.0415191,3,0,1,1,$150.00,,,2,1125,1
62%,86%,1,Washington,DC,20009,38.91605203,-77.03633534,2,1,1,1,$120.00,$120.00,$50.00,2,1125,0
99%,100%,3,Washington,DC,20009,38.91405295,-77.04342655,6,1,4,4,$36.00,,,2,14,2
100%,100%,2,Washington,DC,20005,38.90944669,-77.03590655,2,1,1.5,1,$150.00,,$20.00,2,120,68
100%,92%,1,Washington,DC,20009,38.91734441,-77.03875579,4,2,1,2,$172.00,,$30.00,2,365,20
N/A,N/A,1,Washington,DC,20008,38.91166139,-77.04769334,2,1,1,1,$70.00,,,1,1125,0
67%,75%,1,Washington,DC,20009,38.91081007,-77.04470963,2,1,1,1,$99.00,,$10.00,3,1125,2
83%,0%,2,Washington,DC,20009,38.91760365,-77.03719644,4,2,1,2,$127.00,,$30.00,2,1125,0
100%,92%,1,Washington,DC,20005,38.90670137,-77.03658899,2,1,1,1,$165.00,,$60.00,1,29,19
88%,100%,1,Washington,DC,20009,38.91167804,-77.03500936,2,1,,1,$215.00,,$125.00,3,365,93
58%,51%,480,Washington,DC,20037,38.90262573,-77.04869457,2,1,1.5,1,$269.00,,,4,730,0
100%,0%,1,Washington,DC,20009,38.91592001,-77.04227874,3,1,1,1,$119.00,$130.00,$15.00,1,4,11
63%,100%,2,Washington,DC,20009,38.91463839,-77.0441784,4,2,1,2,$150.00,,,2,1125,0
100%,94%,7,Washington,DC,20008,38.91395753,-77.04568563,5,1,1,2,$145.00,,$55.00,4,1000,74
100%,N/A,1,Washington,DC,20009,38.91405009,-77.03772735,4,1,1,2,$110.00,,,7,1125,0
100%,100%,1,Washington,DC,20009,38.91750656,-77.03558875,2,1,1,1,$88.00,$250.00,$20.00,1,1125,0
80%,73%,1,Washington,DC,20009,38.91682525,-77.03888375,2,1,1,1,$74.00,,,1,1125,2
100%,71%,1,Washington,DC,20009,38.91614383,-77.04122909,4,1,1,2,$99.00,,$50.00,2,1125,1
100%,100%,1,Washington,DC,20037,38.90204057,-77.04829811,3,1,1,1,$111.00,,,1,1125,18
100%,25%,6,Washington,DC,20036,38.90865952,-77.0459415,1,1,1,1,$132.00,,$75.00,5,1125,0
93%,100%,2,Washington,DC,20036,38.90921268,-77.04597895,3,1,1,2,$175.00,$220.00,$30.00,1,1125,19
100%,100%,1,Washington,DC,20005,38.90983999,-77.03599993,3,1,1,1,$129.00,,$50.00,2,1125,30
83%,67%,1,Washington,DC,20036,38.90768147,-77.04581398,3,1,1,1,$110.00,$200.00,$40.00,2,1125,16
100%,N/A,1,Washington,DC,20009,38.91603606,-77.03940796,2,0,1,1,$110.00,,,2,31,36
100%,94%,12,Washington,DC,20009,38.91791762,-77.03784185,3,1,1,1,$95.00,,$40.00,2,100,15
100%,67%,1,Washington,DC,20009,38.91449083,-77.04066289,2,1,1,1,$95.00,$100.00,$75.00,1,1125,2
100%,77%,4,Washington,DC,20009,38.91628549,-77.04212028,6,2,1,4,$199.00,$250.00,$95.00,1,1125,0
N/A,N/A,1,Washington,DC,20009,38.91354655,-77.03696089,2,1,1,1,$149.00,$500.00,$60.00,2,365,0
100%,100%,1,Washington,DC,20036,38.9084722,-77.03691551,2,1,1,1,$203.00,$100.00,$12.00,2,1125,12
N/A,N/A,1,Washington,DC,20009,38.91529742,-77.03713954,2,0,1,1,$200.00,,,1,1125,0
100%,67%,1,Washington,DC,20009,38.91518263,-77.03925945,2,0,1,1,$90.00,,$30.00,2,1125,19
100%,100%,5,Washington,DC,20009,38.91351276,-77.03967318,2,1,1,1,$99.00,,$50.00,7,1125,1
82%,100%,1,Washington,DC,20036,38.91402317,-77.04044173,4,2,1,2,$240.00,,$70.00,5,60,22
90%,86%,5,Washington,DC,20009,38.91230583,-77.04561118,4,1,1,3,$259.00,,,3,1125,7
N/A,N/A,3,Washington,DC,20009,38.9109346,-77.04145,2,1,1,1,$100.00,,,4,1125,1
100%,97%,3,Washington,DC,20009,38.91765106,-77.03987658,4,2,2,2,$300.00,,,1,1125,32
47%,71%,1,Washington,DC,20009,38.91770339,-77.0367325,2,1,1,1,$150.00,,,1,1125,2
100%,85%,4,Washington,DC,20009,38.91589896,-77.04221307,4,1,1,2,$119.00,$150.00,$75.00,1,1125,1
100%,50%,1,Washington,DC,20009,38.9148175,-77.04228751,2,1,1,1,$145.00,,$20.00,2,1125,5
73%,75%,2,Washington,DC,20009,38.91454421,-77.04177625,9,3,2,3,$418.00,,$70.00,3,6,0
100%,100%,1,Washington,DC,20036,38.90871719,-77.04474805,4,1,1,2,$129.00,$400.00,,5,1125,2
100%,100%,1,Washington,DC,20009,38.91252688,-77.03819431,2,1,1,1,$210.00,,$50.00,2,1125,6
58%,51%,480,Washington,DC,20037,38.90407685,-77.04861823,2,1,1,1,$299.00,,,4,365,0
100%,96%,2,Washington,DC,20009,38.91441923,-77.042829,6,2,1,3,$222.00,,,1,1125,9
100%,100%,5,Washington,DC,20009,38.91354008,-77.03996316,2,1,2.5,1,$115.00,,$50.00,4,1125,3
N/A,N/A,1,Washington,DC,20009,38.91423356,-77.04211638,3,1,1,1,$115.00,,$35.00,2,1125,17
N/A,N/A,1,Washington,DC,20036,38.90768822,-77.03923945,2,1,1,1,$99.00,$100.00,$40.00,7,1125,7
67%,100%,1,Washington,DC,20008,38.90995432,-77.04815687,2,1,1,1,$100.00,,$25.00,1,1125,0
100%,100%,1,Washington,DC,20009,38.90921523,-77.04689033,2,1,1,2,$130.00,,,4,50,8
70%,100%,1,Washington,DC,,38.90972152,-77.03713808,2,1,1,1,$139.00,,,2,1125,7
100%,80%,2,Washington,DC,20009,38.9164435,-77.03957969,2,1,1,1,$75.00,,,1,1125,3
N/A,N/A,1,Washington,DC,20009,38.91209511,-77.03653654,2,2,1,1,$99.00,$99.00,$50.00,1,1125,0
N/A,N/A,1,Washington,DC,20005,38.90776365,-77.03466741,2,0,1,1,$98.00,$95.00,$15.00,1,1125,0
100%,96%,1,Washington,DC,20005,38.909826,-77.03518733,2,0,1,1,$115.00,$200.00,$50.00,3,25,44
90%,86%,5,Washington,DC,20009,38.91228422,-77.04766043,2,1,1,1,$215.00,,,3,7,2
98%,79%,6,Washington,DC,20005,38.90790548,-77.0351438,6,2,2,3,$179.00,,$40.00,1,27,0
N/A,N/A,1,Washington,DC,20009,38.91408198,-77.04279497,2,1,1,1,$199.00,,,1,1125,7
30%,100%,1,Washington,DC,20036,38.90633678,-77.04625163,4,2,1,2,$140.00,,$30.00,1,1125,2
100%,94%,12,Washington,DC,20009,38.91696474,-77.03791312,11,6,5,6,$195.00,$500.00,$150.00,2,180,1
N/A,N/A,1,Washington,DC,20005,38.90738218,-77.03507518,3,0,1,1,$115.00,,,1,1125,0
100%,87%,1,Washington,DC,20009,38.91726851,-77.03866616,2,1,1.5,1,$99.00,,,1,14,5
100%,100%,3,Washington,DC,20008,38.91118683,-77.04963669,4,1,1.5,3,$185.00,$300.00,$125.00,1,10,1
99%,89%,25,Washington,DC,20009,38.9142741,-77.0365012,6,2,2,2,$199.00,$500.00,$125.00,3,1125,0
100%,97%,3,Washington,DC,20036,38.90974903,-77.04130782,3,1,1,2,$139.00,$500.00,$75.00,3,180,49
100%,58%,2,Washington,DC,20009,38.91656396,-77.03610035,6,1,1,3,$225.00,$150.00,$45.00,2,1125,6
76%,56%,1,Washington,DC,20037,38.90627396,-77.04493753,2,0,1,1,$149.00,$500.00,,1,1125,22
99%,100%,3,Washington,DC,20009,38.91554933,-77.04303643,6,1,4,6,$36.00,,,2,30,7
100%,86%,1,Washington,DC,20036,38.90927246,-77.04002963,3,1,1,1,$94.00,,$25.00,4,1125,4
67%,N/A,1,Washington,DC,20036,38.91030151,-77.04705801,1,1,1,1,$169.00,$300.00,$75.00,1,1125,12
N/A,N/A,1,Washington,DC,20009,38.91697451,-77.03694304,4,1,1,2,$175.00,$500.00,$75.00,5,1125,1
N/A,N/A,1,Washington,DC,20009,38.91784325,-77.03802753,3,1,1,1,$150.00,,$60.00,5,1125,2
100%,92%,2,Washington,DC,20009,38.91310578,-77.03646268,2,1,1,1,$180.00,$99.00,$65.00,1,1125,2
100%,29%,1,"Washington, D.C.",DC,20036,38.90889091,-77.04310922,2,,1,1,$120.00,,$20.00,2,40,24
36%,100%,3,Washington,DC,20036,38.91041857,-77.03766523,2,1,1,1,$115.00,,$40.00,30,180,28
100%,100%,2,Washington,DC,20009,38.91692274,-77.03978091,4,2,2.5,2,$170.00,$150.00,$120.00,3,120,2
N/A,N/A,1,Washington,DC,20037,38.90308192,-77.04790828,2,1,1,1,$100.00,,,1,1125,0
99%,89%,25,Washington,DC,20036,38.91024504,-77.03890352,6,2,2,2,$300.00,$500.00,$145.00,3,1125,10
100%,100%,1,Washington,DC,20009,38.91405236,-77.03505118,4,2,2,2,$150.00,,$50.00,3,1125,1
90%,100%,1,Washington,DC,20008,38.9097844,-77.04804713,2,1,1,1,$85.00,,,3,1125,2
100%,67%,1,Washington,DC,20009,38.91679982,-77.03915869,2,1,1,1,$69.00,,,2,1125,2
78%,100%,1,Washington,DC,20008,38.91103943,-77.04939492,2,0,1,1,$69.00,$95.00,$44.00,1,1125,18
73%,75%,2,Washington,DC,20009,38.91244887,-77.04093272,2,1,1,1,$75.00,,,1,30,0
100%,100%,2,Washington,DC,20009,38.91619182,-77.03842647,2,1,1,1,$99.00,,$50.00,2,1125,9
99%,96%,32,Washington,DC,20036,38.90873488,-77.04413599,2,1,1,1,$149.00,$200.00,$75.00,3,191,30
90%,30%,1,Washington,DC,20009,38.91328045,-77.03766393,2,1,1,1,$100.00,,$35.00,2,1125,1
93%,100%,2,Washington,DC,20009,38.91512709,-77.04016432,2,1,1,1,$130.00,,$35.00,1,1125,100
36%,100%,3,Washington,DC,20036,38.91103772,-77.03763322,2,1,1,1,$90.00,,$40.00,5,180,41
N/A,N/A,1,Washington,DC,20009,38.91075696,-77.04096219,2,0,1,1,$149.00,,,3,7,12
100%,100%,2,Washington,DC,20037,38.90708453,-77.04646548,3,3,2.5,2,$299.00,,$100.00,1,1125,0
100%,100%,1,Washington,DC,20009,38.91324928,-77.04506471,2,1,1,1,$135.00,$150.00,,2,7,23
100%,100%,4,Washington,DC,20036,38.90851315,-77.03925715,3,1,1,1,$150.00,$100.00,$40.00,2,1125,5
N/A,N/A,4,Washington,DC,20009,38.91635955,-77.04210077,6,2,1,4,$199.00,$250.00,$95.00,1,1125,0
90%,93%,1,Washington,DC,20009,38.91176942,-77.03854598,1,1,1,1,$89.00,,,3,15,42
100%,100%,1,Washington,DC,20009,38.91679994,-77.03942117,4,1,1,2,$180.00,$100.00,$40.00,2,1125,1
100%,58%,2,Washington,DC,20009,38.91376958,-77.03601538,3,2,1,2,$240.00,$200.00,$50.00,1,1125,21
75%,50%,1,Washington,DC,20009,38.91718045,-77.03668325,2,1,1,1,$95.00,,,1,1125,1
99%,96%,32,Washington,DC,20009,38.91484002,-77.04419666,4,1,1,1,$149.00,$100.00,$45.00,2,365,34
100%,100%,2,Washington,DC,20009,38.91623531,-77.03819816,1,1,1.5,1,$90.00,$100.00,$90.00,3,30,4
100%,84%,6,Washington,DC,20009,38.91456246,-77.04444756,4,1,1,2,$149.00,$150.00,$75.00,1,1125,1
100%,83%,1,Washington,DC,20009,38.91520666,-77.03839138,1,1,1.5,1,$74.00,$300.00,,3,10,7
N/A,N/A,1,Washington,DC,20037,38.90965634,-77.04961326,5,1,1,2,$170.00,$150.00,$30.00,3,1125,6
100%,33%,1,Washington,DC,20037,38.90180537,-77.04785536,3,1,1,2,$190.00,,,2,75,8
73%,79%,1,Washington,DC,20009,38.91040083,-77.0448616,2,1,1,1,$145.00,$150.00,,1,1125,0
70%,80%,1,Washington,DC,20009,38.91760205,-77.03945255,2,1,1,1,$109.00,,$15.00,1,1125,45
92%,99%,23,Washington,DC,20009,38.91578402,-77.0379463,2,1,1.5,1,$105.00,,,1,1125,5
